speaker,utterance_id,l1,speaker_type,bridge_split,text,whisper_pred,reference_norm,prediction_norm,wer,mer,per
CLB,arctic_b0191,English,native,train,He also contended that better confidence was established by carrying no weapons, He also contended that better confidence was established by carrying no weapons.,he also contended that better confidence was established by carrying no weapons,he also contended that better confidence was established by carrying no weapons,0.0,0.0,0.0
SLT,arctic_b0191,English,native,train,He also contended that better confidence was established by carrying no weapons, He also contended that better confidence was established by carrying no weapons.,he also contended that better confidence was established by carrying no weapons,he also contended that better confidence was established by carrying no weapons,0.0,0.0,0.0
PNV,arctic_a0491,Vietnamese,l2,train,And as in denial of guilt the one legged boy replied," And as in denial of guilt, the one-legged boy replied.",and as in denial of guilt the one legged boy replied,and as in denial of guilt the onelegged boy replied,0.18181818181818182,0.18181818181818182,0.10810810810810811
CLB,arctic_a0491,English,native,train,And as in denial of guilt the one legged boy replied, and as in denial of guilt the one-legged boy replied.,and as in denial of guilt the one legged boy replied,and as in denial of guilt the onelegged boy replied,0.18181818181818182,0.18181818181818182,0.10810810810810811
SLT,arctic_a0491,English,native,train,And as in denial of guilt the one legged boy replied," And as in denial of guilt, the one-legged boy replied.",and as in denial of guilt the one legged boy replied,and as in denial of guilt the onelegged boy replied,0.18181818181818182,0.18181818181818182,0.10810810810810811
RMS,arctic_a0491,English,native,train,And as in denial of guilt the one legged boy replied," and, as in denial of guilt, the one-legged boy replied.",and as in denial of guilt the one legged boy replied,and as in denial of guilt the onelegged boy replied,0.18181818181818182,0.18181818181818182,0.10810810810810811
THV,arctic_b0061,Vietnamese,l2,train,Something about it seemed to fascinate him to challenge his presence, Something about it seemed to fascinate him to challenge his presence.,something about it seemed to fascinate him to challenge his presence,something about it seemed to fascinate him to challenge his presence,0.0,0.0,0.0
CLB,arctic_b0061,English,native,train,Something about it seemed to fascinate him to challenge his presence, Something about it seemed to fascinate him to challenge his presence.,something about it seemed to fascinate him to challenge his presence,something about it seemed to fascinate him to challenge his presence,0.0,0.0,0.0
SLT,arctic_b0061,English,native,train,Something about it seemed to fascinate him to challenge his presence, Something about it seemed to fascinate him to challenge his presence.,something about it seemed to fascinate him to challenge his presence,something about it seemed to fascinate him to challenge his presence,0.0,0.0,0.0
RMS,arctic_b0061,English,native,train,Something about it seemed to fascinate him to challenge his presence, Something about it seemed to fascinate him to challenge his presence.,something about it seemed to fascinate him to challenge his presence,something about it seemed to fascinate him to challenge his presence,0.0,0.0,0.0
YBAA,arctic_a0307,Arabic,l2,train,Very early in my life I separated from my mother," Very early in my life, I separated from my mother.",very early in my life i separated from my mother,very early in my life i separated from my mother,0.0,0.0,0.0
RMS,arctic_a0307,English,native,train,Very early in my life I separated from my mother," Very early in my life, I separated from my mother.",very early in my life i separated from my mother,very early in my life i separated from my mother,0.0,0.0,0.0
CLB,arctic_a0307,English,native,train,Very early in my life I separated from my mother," Very early in my life, I separated from my mother.",very early in my life i separated from my mother,very early in my life i separated from my mother,0.0,0.0,0.0
SLT,arctic_a0307,English,native,train,Very early in my life I separated from my mother," Very early in my life, I separated from my mother.",very early in my life i separated from my mother,very early in my life i separated from my mother,0.0,0.0,0.0
PNV,arctic_a0524,Vietnamese,l2,train,At once would be instituted a dozen cooperative commonwealth states, at once would be instituted a dozen cooperative Commonwealth States.,at once would be instituted a dozen cooperative commonwealth states,at once would be instituted a dozen cooperative commonwealth states,0.0,0.0,0.0
SLT,arctic_a0524,English,native,train,At once would be instituted a dozen cooperative commonwealth states, at once would be instituted a dozen cooperative Commonwealth states.,at once would be instituted a dozen cooperative commonwealth states,at once would be instituted a dozen cooperative commonwealth states,0.0,0.0,0.0
RMS,arctic_a0524,English,native,train,At once would be instituted a dozen cooperative commonwealth states, at once would be instituted a dozen cooperative Commonwealth states.,at once would be instituted a dozen cooperative commonwealth states,at once would be instituted a dozen cooperative commonwealth states,0.0,0.0,0.0
CLB,arctic_a0524,English,native,train,At once would be instituted a dozen cooperative commonwealth states, at once would be instituted a dozen cooperative Commonwealth states.,at once would be instituted a dozen cooperative commonwealth states,at once would be instituted a dozen cooperative commonwealth states,0.0,0.0,0.0
TXHC,arctic_b0339,Chinese,l2,train,Well I'll be plumb gosh darned," Well, I'll be plum-gostarned.",well ill be plumb gosh darned,well ill be plumgostarned,0.5,0.5,0.42105263157894735
SLT,arctic_b0339,English,native,train,Well I'll be plumb gosh darned," Well, I'll be plumgosh darned.",well ill be plumb gosh darned,well ill be plumgosh darned,0.3333333333333333,0.3333333333333333,0.15789473684210525
RMS,arctic_b0339,English,native,train,Well I'll be plumb gosh darned," Well, I'll be plumgosh darned.",well ill be plumb gosh darned,well ill be plumgosh darned,0.3333333333333333,0.3333333333333333,0.15789473684210525
CLB,arctic_b0339,English,native,train,Well I'll be plumb gosh darned," Well, I'll be plum gosh darned.",well ill be plumb gosh darned,well ill be plum gosh darned,0.16666666666666666,0.16666666666666666,0.0
ABA,arctic_a0513,Arabic,l2,train,We must give ourselves and not our money alone, We must give our service and not our money alone.,we must give ourselves and not our money alone,we must give our service and not our money alone,0.2222222222222222,0.2,0.125
RMS,arctic_a0513,English,native,train,We must give ourselves and not our money alone, We must give ourselves and not our money alone.,we must give ourselves and not our money alone,we must give ourselves and not our money alone,0.0,0.0,0.0
CLB,arctic_a0513,English,native,train,We must give ourselves and not our money alone, We must give ourselves and not our money alone.,we must give ourselves and not our money alone,we must give ourselves and not our money alone,0.0,0.0,0.0
SLT,arctic_a0513,English,native,train,We must give ourselves and not our money alone, We must give ourselves and not our money alone.,we must give ourselves and not our money alone,we must give ourselves and not our money alone,0.0,0.0,0.0
YKWK,arctic_a0209,Korean,l2,train,It was not a large lake and almost round, It was not a large lake and almost round.,it was not a large lake and almost round,it was not a large lake and almost round,0.0,0.0,0.0
SLT,arctic_a0209,English,native,train,It was not a large lake and almost round, It was not a large lake and almost round.,it was not a large lake and almost round,it was not a large lake and almost round,0.0,0.0,0.0
CLB,arctic_a0209,English,native,train,It was not a large lake and almost round, It was not a large lake and almost round.,it was not a large lake and almost round,it was not a large lake and almost round,0.0,0.0,0.0
RMS,arctic_a0209,English,native,train,It was not a large lake and almost round, It was not a large lake and almost round.,it was not a large lake and almost round,it was not a large lake and almost round,0.0,0.0,0.0
YDCK,arctic_b0502,Korean,l2,train,And as we hurried up town Joe Goose explained," and as we hurried uptown, Joe Goose explained.",and as we hurried up town joe goose explained,and as we hurried uptown joe goose explained,0.2222222222222222,0.2222222222222222,0.0
RMS,arctic_b0502,English,native,train,And as we hurried up town Joe Goose explained," And as we hurried uptown, Jogus explained.",and as we hurried up town joe goose explained,and as we hurried uptown jogus explained,0.4444444444444444,0.4444444444444444,0.06896551724137931
SLT,arctic_b0502,English,native,train,And as we hurried up town Joe Goose explained," And as we hurried uptown, Joe Goose explained.",and as we hurried up town joe goose explained,and as we hurried uptown joe goose explained,0.2222222222222222,0.2222222222222222,0.0
CLB,arctic_b0502,English,native,train,And as we hurried up town Joe Goose explained," And as we hurried uptown, Joe Goose explained.",and as we hurried up town joe goose explained,and as we hurried uptown joe goose explained,0.2222222222222222,0.2222222222222222,0.0
PNV,arctic_a0024,Vietnamese,l2,train,It was my reports from the north which chiefly induced people to buy, It was my report from the North which chiefly induced people to buy.,it was my reports from the north which chiefly induced people to buy,it was my report from the north which chiefly induced people to buy,0.07692307692307693,0.07692307692307693,0.0425531914893617
